,occ_brazil,occ_canada,occ_france,occ_germany,occ_italy,occ_mexico,occ_peru,occ_spain,occ_sweden,occ_usa,occ_count_tokens_overall,freq_brazil,tf_idf_brazil,freq_canada,tf_idf_canada,freq_france,tf_idf_france,freq_germany,tf_idf_germany,freq_italy,tf_idf_italy,freq_mexico,tf_idf_mexico,freq_peru,tf_idf_peru,freq_spain,tf_idf_spain,freq_sweden,tf_idf_sweden,freq_usa,tf_idf_usa
after,0,0,1,0,1,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aftermath,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
afternoon,7,0,3,0,1,10,0,4,1,0,26,0.0006351510752200344,-0.00023728015966683155,0.0,-0.0,0.00021571870281153377,-8.058833597740555e-05,0.0,-0.0,0.00018158707100054475,-6.783741834258088e-05,0.0005407159078620093,-0.00020200100725240237,0.0,-0.0,0.00029859659599880563,-0.00011154991424681784,0.0001289490651192779,-4.817287721632405e-05,0.0,-0.0
afterwards,0,0,1,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
age,2,1,12,6,1,5,0,4,7,0,38,0.00018147173577715272,-9.770273322903278e-05,0.00024838549428713363,-0.00013372849266234105,0.0008628748112461351,-0.0004645639561014612,0.0007984031936127744,-0.0004298530231206268,0.00018158707100054475,-9.776482866507809e-05,0.00027035795393100465,-0.00014555826523699174,0.0,-0.0,0.00029859659599880563,-0.00016076169347822787,0.0009026434558349452,-0.0004859750329091032,0.0,-0.0
agency,1,0,0,1,0,1,0,2,0,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,4.556522698898287e-05,0.0,0.0,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,0.00014929829799940282,5.112312344314815e-05,0.0,0.0,0.0,0.0
agent,3,0,0,0,0,2,0,0,0,0,5,0.00027220760366572906,9.321005738740757e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010814318157240186,3.7030678146664464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agglomeration,0,0,1,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ago,2,1,4,1,3,4,1,2,2,0,20,0.00018147173577715272,-4.711683340999113e-05,0.00024838549428713363,-6.449014170535423e-05,0.00028762493708204504,-7.46781650983695e-05,0.0001330671989354624,-3.454920964813787e-05,0.0005447612130016343,-0.00014144033621159765,0.00021628636314480372,-5.6156009625988126e-05,0.0005473453749315818,-0.00014211128106500061,0.00014929829799940282,-3.8763408555651856e-05,0.0002578981302385558,-6.695997691960183e-05,0.0,-0.0
agoutis,1,0,0,0,0,1,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agree,0,0,1,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agreeable,3,1,0,0,0,0,0,1,0,0,5,0.00027220760366572906,9.321005738740757e-05,0.00024838549428713363,8.50528268311491e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,2.5561561721574075e-05,0.0,0.0,0.0,0.0
agricultural,6,0,4,0,1,4,2,0,0,0,17,0.0005444152073314581,-0.00010292509003904302,0.0,-0.0,0.00028762493708204504,-5.4377288047759796e-05,0.0,-0.0,0.00018158707100054475,-3.433016818958577e-05,0.00021628636314480372,-4.0890285761879285e-05,0.0010946907498631637,-0.0002069581129940327,0.0,-0.0,0.0,-0.0,0.0,-0.0
agriculture,1,0,0,0,0,1,0,1,0,0,3,9.073586788857636e-05,5.119965796557141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0,0.0,0.0,0.0
ahead,0,3,1,0,0,4,0,5,1,0,14,0.0,-0.0,0.0007451564828614009,-7.804422542474888e-05,7.190623427051126e-05,-7.531124650896168e-06,0.0,-0.0,0.0,-0.0,0.00021628636314480372,-2.265282805666984e-05,0.0,-0.0,0.000373245744998507,-3.909202393252202e-05,0.0001289490651192779,-1.3505525534495552e-05,0.0,-0.0
aim,3,1,1,1,1,0,0,3,3,0,13,0.00027220760366572906,-1.9748843248873534e-05,0.00024838549428713363,-1.8020533320569233e-05,7.190623427051126e-05,-5.21684526846996e-06,0.0001330671989354624,-9.654114058364834e-06,0.00018158707100054475,-1.3174263146651848e-05,0.0,-0.0,0.0,-0.0,0.0002239474469991042,-1.6247536686013378e-05,0.00038684719535783365,-2.8066022107780167e-05,0.0,-0.0
air,4,0,7,9,0,6,0,7,10,0,43,0.00036294347155430543,-0.0002148900355399189,0.0,-0.0,0.0005033436398935787,-0.00029801757337668297,0.0011976047904191617,-0.0007090727789477383,0.0,-0.0,0.0003244295447172056,-0.00019208687263589104,0.0,-0.0,0.0005225440429979098,-0.00030938566683708053,0.0012894906511927789,-0.0007634761707561077,0.0,-0.0
airport,5,0,1,1,0,4,0,2,0,0,13,0.00045367933944288175,-3.2914738748122554e-05,0.0,-0.0,7.190623427051126e-05,-5.21684526846996e-06,0.0001330671989354624,-9.654114058364834e-06,0.0,-0.0,0.00021628636314480372,-1.5691719941302418e-05,0.0,-0.0,0.00014929829799940282,-1.0831691124008919e-05,0.0,-0.0,0.0,-0.0
airy,0,1,0,2,2,1,0,1,2,0,9,0.0,0.0,0.00024838549428713363,2.1646839473149576e-05,0.0,0.0,0.0002661343978709248,2.3193659539294794e-05,0.0003631741420010895,3.165069029195576e-05,5.407159078620093e-05,4.712348638417876e-06,0.0,0.0,7.464914899970141e-05,6.505686452590341e-06,0.0002578981302385558,2.2475867367865944e-05,0.0,0.0
akin,0,0,1,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
al,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
ala,2,0,0,0,0,0,0,0,0,1,3,0.00018147173577715272,0.00010239931593114283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005361930294906167,0.00030255840774185663
alarm,1,0,1,0,0,0,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
albeit,0,0,1,1,1,1,0,0,1,0,5,0.0,0.0,0.0,0.0,7.190623427051126e-05,2.462232550673807e-05,0.0001330671989354624,4.556522698898287e-05,0.00018158707100054475,6.217953165465884e-05,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,0.0,0.0,0.0001289490651192779,4.415508456766039e-05,0.0,0.0
alcalá,0,0,0,0,0,1,0,4,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,0.00029859659599880563,0.0001022462468862963,0.0,0.0,0.0,0.0
alexander,0,0,0,0,1,0,0,3,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,6.217953165465884e-05,0.0,0.0,0.0,0.0,0.0002239474469991042,7.668468516472221e-05,0.0001289490651192779,4.415508456766039e-05,0.0,0.0
alignment,0,0,1,0,0,2,0,0,0,0,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,6.1022107758036394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alike,1,0,1,0,0,0,0,2,0,0,4,9.073586788857636e-05,3.986323326651507e-05,0.0,0.0,7.190623427051126e-05,3.1590759605253664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014929829799940282,6.559162344435094e-05,0.0,0.0,0.0,0.0
alive,1,0,2,2,0,1,0,0,2,0,8,9.073586788857636e-05,1.2549015349449367e-05,0.0,0.0,0.00014381246854102252,1.9889652429176886e-05,0.0002661343978709248,3.6807105300407576e-05,0.0,0.0,5.407159078620093e-05,7.478246899874633e-06,0.0,0.0,0.0,0.0,0.0002578981302385558,3.566800726403133e-05,0.0,0.0
all,1,0,3,0,0,1,0,3,1,0,9,9.073586788857636e-05,7.907646830496345e-06,0.0,0.0,0.00021571870281153377,1.879992285587838e-05,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.712348638417876e-06,0.0,0.0,0.0002239474469991042,1.951705935777102e-05,0.0001289490651192779,1.1237933683932972e-05,0.0,0.0
allegedly,0,1,0,0,0,2,0,0,0,0,3,0.0,0.0,0.00024838549428713363,0.0001401568381615903,0.0,0.0,0.0,0.0,0.0,0.0,0.00010814318157240186,6.1022107758036394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allegiance,0,0,2,0,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.00014381246854102252,8.114926733854355e-05,0.0,0.0,0.00018158707100054475,0.0001024643963026262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alley,0,0,1,0,0,3,0,7,2,0,13,0.0,-0.0,0.0,-0.0,7.190623427051126e-05,-5.21684526846996e-06,0.0,-0.0,0.0,-0.0,0.0001622147723586028,-1.1768789955976814e-05,0.0,-0.0,0.0005225440429979098,-3.791091893403121e-05,0.0002578981302385558,-1.871068140518678e-05,0.0,-0.0
alleys,0,0,0,0,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0001289490651192779,9.546907665947697e-05,0.0,0.0
alleyway,0,0,0,0,1,0,0,2,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,6.217953165465884e-05,0.0,0.0,0.0,0.0,0.00014929829799940282,5.112312344314815e-05,0.0002578981302385558,8.831016913532078e-05,0.0,0.0
alliance,1,0,1,0,0,3,0,1,0,0,6,9.073586788857636e-05,2.3885440048505707e-05,0.0,0.0,7.190623427051126e-05,1.892870027860656e-05,0.0,0.0,0.0,0.0,0.0001622147723586028,4.27016494173107e-05,0.0,0.0,7.464914899970141e-05,1.9650749087382906e-05,0.0,0.0,0.0,0.0
allied,0,0,1,1,1,0,0,0,0,0,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0001330671989354624,7.508601868776613e-05,0.00018158707100054475,0.0001024643963026262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allocate,1,0,1,0,0,0,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,7.190623427051126e-05,5.3236692995918886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allow,3,6,4,8,2,4,0,3,3,0,33,0.00027220760366572906,-0.00012987603340522524,0.0014903129657228018,-0.0007110599921306445,0.00028762493708204504,-0.00013723197086924928,0.0010645375914836992,-0.00050791351134495,0.0003631741420010895,-0.0001732781023132967,0.00021628636314480372,-0.0001031948209624013,0.0,-0.0,0.0002239474469991042,-0.00010685008690347771,0.00038684719535783365,-0.00018457301923391196,0.0,-0.0
allure,0,0,2,0,0,2,0,1,1,0,6,0.0,0.0,0.0,0.0,0.00014381246854102252,3.785740055721312e-05,0.0,0.0,0.0,0.0,0.00010814318157240186,2.8467766278207137e-05,0.0,0.0,7.464914899970141e-05,1.9650749087382906e-05,0.0001289490651192779,3.394473691483964e-05,0.0,0.0
alluvial,1,0,0,0,0,0,1,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005473453749315818,0.00040523409386658126,0.0,0.0,0.0,0.0,0.0,0.0
ally,2,0,3,1,0,4,0,0,0,0,10,0.00018147173577715272,7.511602424140292e-06,0.0,0.0,0.00021571870281153377,8.92917634821854e-06,0.0001330671989354624,5.508008670422498e-06,0.0,0.0,0.00021628636314480372,8.952673333670396e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
almond,0,0,1,0,1,1,0,1,1,0,5,0.0,0.0,0.0,0.0,7.190623427051126e-05,2.462232550673807e-05,0.0,0.0,0.00018158707100054475,6.217953165465884e-05,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,7.464914899970141e-05,2.5561561721574075e-05,0.0001289490651192779,4.415508456766039e-05,0.0,0.0
almost,17,7,12,9,8,24,2,13,4,1,97,0.001542509754105798,-0.0014582564045763848,0.0017386984600099354,-0.0016437290968097712,0.0008628748112461351,-0.0008157437685551332,0.0011976047904191617,-0.0011321904779736764,0.001452696568004358,-0.001373348900102444,0.0012977181788688223,-0.0012268355779491984,0.0010946907498631637,-0.0010348977001729829,0.0009704389369961183,-0.0009174326394747879,0.0005157962604771116,-0.00048762297826332424,0.0005361930294906167,-0.0005069056563581876
alone,1,2,1,3,1,5,0,1,0,0,14,9.073586788857636e-05,-9.503252928047637e-06,0.0004967709885742673,-5.202948361649925e-05,7.190623427051126e-05,-7.531124650896168e-06,0.0003992015968063872,-4.1810519169665864e-05,0.00018158707100054475,-1.9018585531144542e-05,0.00027035795393100465,-2.8316035070837298e-05,0.0,-0.0,7.464914899970141e-05,-7.818404786504404e-06,0.0,-0.0,0.0,-0.0
along,38,19,47,21,9,46,7,53,23,9,272,0.0034479629797659014,-0.004803620026974593,0.004719324391455539,-0.006574850511337183,0.003379593010714029,-0.004708368612006238,0.0027944111776447107,-0.0038931071984558145,0.0016342836390049029,-0.002276845100759717,0.0024872931761652428,-0.0034652377024059038,0.0038314176245210726,-0.005337839919065032,0.003956404896984175,-0.005511969214722798,0.0029658284977433914,-0.004131921732320747,0.00482573726541555,-0.006723102396720516
alongside,6,4,5,1,2,7,0,3,3,1,32,0.0005444152073314581,-0.00025247652290809233,0.0009935419771485345,-0.0004607623379649091,0.0003595311713525563,-0.00016673520283371,0.0001330671989354624,-6.171088398691695e-05,0.0003631741420010895,-0.0001684246570407412,0.0003785011355034065,-0.0001755326620596824,0.0,-0.0,0.0002239474469991042,-0.00010385726183077358,0.00038684719535783365,-0.00017940320818633692,0.0005361930294906167,-0.0002486634279687298
alonso,0,0,0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
alp,0,0,3,3,2,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.00021571870281153377,2.9834478643765328e-05,0.0003992015968063872,5.521065795061136e-05,0.0003631741420010895,5.022796374297492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alpine,2,8,1,3,0,0,0,1,1,0,16,0.00018147173577715272,-2.953040513523269e-05,0.001987083954297069,-0.0003233528017838047,7.190623427051126e-05,-1.1701107176076779e-05,0.0003992015968063872,-6.496099700506975e-05,0.0,-0.0,0.0,-0.0,0.0,-0.0,7.464914899970141e-05,-1.2147454277224525e-05,0.0001289490651192779,-2.098353288171499e-05,0.0,-0.0
already,2,2,5,0,1,11,0,0,0,0,21,0.00018147173577715272,-5.0962092292114005e-05,0.0004967709885742673,-0.0001395065124568774,0.0003595311713525563,-0.00010096591988771634,0.0,-0.0,0.00018158707100054475,-5.099448149186385e-05,0.0005947874986482102,-0.0001670321566633847,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
also,38,14,47,30,21,70,8,56,33,4,321,0.0034479629797659014,-0.005051653134504364,0.003477396920019871,-0.0050947771637985745,0.003379593010714029,-0.004951483448665594,0.003992015968063872,-0.005848751885216156,0.00381332849101144,-0.005586954656288286,0.003785011355034065,-0.005545466870729172,0.004378762999452655,-0.006415379736164848,0.0041803523439832785,-0.006124685835011364,0.00425531914893617,-0.006234520626581477,0.0021447721179624667,-0.0031423321120571525
alta,2,0,0,0,1,2,0,1,2,0,8,0.00018147173577715272,2.5098030698898734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,2.511398187148746e-05,0.00010814318157240186,1.4956493799749267e-05,0.0,0.0,7.464914899970141e-05,1.0324178722475475e-05,0.0002578981302385558,3.566800726403133e-05,0.0,0.0
altar,0,2,0,3,1,5,2,1,1,0,15,0.0,-0.0,0.0004967709885742673,-6.691434371458333e-05,0.0,-0.0,0.0003992015968063872,-5.3771885787407674e-05,0.00018158707100054475,-2.445951950198951e-05,0.00027035795393100465,-3.64168308363405e-05,0.0010946907498631637,-0.00014745328286530513,7.464914899970141e-05,-1.0055133912918502e-05,0.0001289490651192779,-1.736925517697695e-05,0.0,-0.0
alter,6,0,0,1,1,1,0,0,0,0,9,0.0005444152073314581,4.744588098297806e-05,0.0,0.0,0.0,0.0,0.0001330671989354624,1.1596829769647397e-05,0.00018158707100054475,1.582534514597788e-05,5.407159078620093e-05,4.712348638417876e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alternate,2,1,1,0,1,1,0,0,0,0,6,0.00018147173577715272,4.7770880097011414e-05,0.00024838549428713363,6.538535389333865e-05,7.190623427051126e-05,1.892870027860656e-05,0.0,0.0,0.00018158707100054475,4.780124110669718e-05,5.407159078620093e-05,1.4233883139103569e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alternative,0,0,4,6,0,4,3,8,2,1,28,0.0,-0.0,0.0,-0.0,0.00028762493708204504,-0.00011670823216624555,0.0007984031936127744,-0.00032396434825069395,0.0,-0.0,0.00021628636314480372,-8.776151101632836e-05,0.0016420361247947454,-0.0006662813566239641,0.0005971931919976113,-0.00024232030228963524,0.0002578981302385558,-0.00010464612409645241,0.0005361930294906167,-0.00021756855023270468
alternatively,4,1,1,0,1,1,1,2,3,1,15,0.00036294347155430543,-4.888796802375692e-05,0.00024838549428713363,-3.3457171857291664e-05,7.190623427051126e-05,-9.685667210574262e-06,0.0,-0.0,0.00018158707100054475,-2.445951950198951e-05,5.407159078620093e-05,-7.2833661672681e-06,0.0005473453749315818,-7.372664143265256e-05,0.00014929829799940282,-2.0110267825837004e-05,0.00038684719535783365,-5.210776553093084e-05,0.0005361930294906167,-7.222443640614275e-05
although,16,1,13,1,7,21,0,9,16,2,86,0.0014517738862172217,-0.0012965876288327269,0.00024838549428713363,-0.000221834517159797,0.0009347810455166463,-0.0008348583417782019,0.0001330671989354624,-0.00011884308264608683,0.0012711094970038134,-0.0011352352210999453,0.0011355034065102195,-0.0010141246397638258,0.0,-0.0,0.0006718423409973126,-0.0006000262686449749,0.0020631850419084463,-0.0018426424574294626,0.0010723860589812334,-0.0009577541727456758
altitude,2,1,0,0,0,3,0,1,0,1,8,0.00018147173577715272,2.5098030698898734e-05,0.00024838549428713363,3.435238404527607e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0001622147723586028,2.2434740699623898e-05,0.0,0.0,7.464914899970141e-05,1.0324178722475475e-05,0.0,0.0,0.0005361930294906167,7.415694271650481e-05
alto,0,0,0,0,2,1,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003631741420010895,0.0002049287926052524,5.407159078620093e-05,3.0511053879018197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
always,13,0,7,2,8,10,2,10,1,1,54,0.0011795662825514926,-0.0008150815688813778,0.0,-0.0,0.0005033436398935787,-0.0003478109960921265,0.0002661343978709248,-0.00018389915493406344,0.001452696568004358,-0.001003814889652796,0.0005407159078620093,-0.00037363527342097085,0.0010946907498631637,-0.000756432484581,0.000746491489997014,-0.0005158264218160223,0.0001289490651192779,-8.910394257443501e-05,0.0005361930294906167,-0.0003705099596057606
amateur,1,1,1,0,0,0,0,0,0,0,3,9.073586788857636e-05,5.119965796557141e-05,0.00024838549428713363,0.0001401568381615903,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amazing,0,0,2,0,1,4,0,3,2,0,12,0.0,-0.0,0.0,-0.0,0.00014381246854102252,-5.434466224117323e-06,0.0,-0.0,0.00018158707100054475,-6.861914089231851e-06,0.00021628636314480372,-8.173150403244253e-06,0.0,-0.0,0.0002239474469991042,-8.462651736951284e-06,0.0002578981302385558,-9.745599197782026e-06,0.0,-0.0
amazingly,0,0,0,0,1,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018158707100054475,0.00013444029226334554,0.0,0.0,0.0,0.0,7.464914899970141e-05,5.526744472187548e-05,0.0,0.0,0.0,0.0
ambience,0,0,1,0,1,0,0,0,2,1,5,0.0,0.0,0.0,0.0,7.190623427051126e-05,2.462232550673807e-05,0.0,0.0,0.00018158707100054475,6.217953165465884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002578981302385558,8.831016913532078e-05,0.0005361930294906167,0.00018360465459635726
ambitious,0,0,2,2,0,1,0,1,1,0,7,0.0,0.0,0.0,0.0,0.00014381246854102252,2.8229617479538103e-05,0.0002661343978709248,5.2240757190676825e-05,0.0,0.0,5.407159078620093e-05,1.0613963725747171e-05,0.0,0.0,7.464914899970141e-05,1.4653228213195596e-05,0.0001289490651192779,2.53120109792351e-05,0.0,0.0
amble,0,1,1,0,0,0,0,1,0,0,3,0.0,0.0,0.00024838549428713363,0.0001401568381615903,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0,0.0,0.0,0.0
ambulatory,0,0,1,2,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,7.190623427051126e-05,4.0574633669271773e-05,0.0002661343978709248,0.00015017203737553226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ambush,1,0,0,0,0,1,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amend,1,0,0,0,0,1,0,0,0,0,2,9.073586788857636e-05,6.71774511835808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
america,11,2,0,0,0,7,0,0,0,3,23,0.00099809454677434,-0.0003197247672128705,0.0004967709885742673,-0.0001591332095674952,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0003785011355034065,-0.00012124721834192574,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0016085790884718498,-0.0005152844249748543
american,5,3,2,3,0,16,0,2,1,4,36,0.00045367933944288175,-0.0002336039450181754,0.0007451564828614009,-0.0003836883871900613,0.00014381246854102252,-7.405045165874197e-05,0.0003992015968063872,-0.00020555282060242004,0.0,-0.0,0.0008651454525792149,-0.00044547188546258223,0.0,-0.0,0.00014929829799940282,-7.687515909361933e-05,0.0001289490651192779,-6.639713934352834e-05,0.0021447721179624667,-0.0011043642157835115
amid,2,0,5,3,0,1,0,3,1,0,15,0.00018147173577715272,-2.444398401187846e-05,0.0,-0.0,0.0003595311713525563,-4.8428336052871306e-05,0.0003992015968063872,-5.3771885787407674e-05,0.0,-0.0,5.407159078620093e-05,-7.2833661672681e-06,0.0,-0.0,0.0002239474469991042,-3.0165401738755503e-05,0.0001289490651192779,-1.736925517697695e-05,0.0,-0.0
among,8,5,11,8,8,16,2,8,4,0,70,0.0007258869431086109,-0.0005833992231964663,0.0012419274714356682,-0.000998143759135658,0.0007909685769756238,-0.0006357056808381642,0.0010645375914836992,-0.0008555745627209919,0.001452696568004358,-0.0011675400106860821,0.0008651454525792149,-0.0006953220329672601,0.0010946907498631637,-0.0008798088175763896,0.0005971931919976113,-0.0004799673662920465,0.0005157962604771116,-0.00041454821656017115,0.0,-0.0
amongst,5,0,0,0,0,0,0,0,2,0,7,0.00045367933944288175,8.905482494509037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002578981302385558,5.06240219584702e-05,0.0,0.0
amount,1,0,1,1,1,1,0,0,0,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.0,0.0,7.190623427051126e-05,2.462232550673807e-05,0.0001330671989354624,4.556522698898287e-05,0.00018158707100054475,6.217953165465884e-05,5.407159078620093e-05,1.8515339073332232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amphitheatre,0,1,1,0,0,0,0,1,0,0,3,0.0,0.0,0.00024838549428713363,0.0001401568381615903,7.190623427051126e-05,4.0574633669271773e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0,0.0,0.0,0.0
ample,1,0,0,0,0,0,0,4,0,0,5,9.073586788857636e-05,3.1070019129135856e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029859659599880563,0.0001022462468862963,0.0,0.0,0.0,0.0
amuse,0,0,0,1,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,9.851798928732452e-05,0.0,0.0,5.407159078620093e-05,4.00325883797039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amusement,0,0,0,1,0,0,0,4,6,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330671989354624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029859659599880563,0.0,0.0007736943907156673,0.0,0.0,0.0
américa,0,0,0,0,0,2,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010814318157240186,6.1022107758036394e-05,0.0,0.0,7.464914899970141e-05,4.21223820870829e-05,0.0,0.0,0.0,0.0
ana,0,0,0,0,0,5,0,6,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027035795393100465,0.0,0.0,0.0,0.0004478948939982084,0.0,0.0,0.0,0.0,0.0
